review_id	review_text	aspect_terms
3429	went here last night and had a pleasant experience .	
3637	we parked on the block of nina 's the place looked nice , with people obviously enjoying their pizzas .	place	pizzas
861	i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend .	
2000	for $760 for 2 people , it 's a once in a lifetime experience .	
1316	the food is o . k . , but not any better than what you get at a good neighborhood restaurant .	food
2450	we had the pot - stickers which were great and a tempura dish that was great .	pot - stickers	tempura dish
1577	i think the stuff was better than disney .	stuff
3538	after reading the good reviews of this restaurant , i decided to give it a try with two friends .	
2901	while the $20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .	food	atmosphere	entree range
908	orsay , is without a doubt one of the best values for authentic french food in nyc .	french food
1790	i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it !	
150	it 's definately not a place to go if you want to impress someone .	
2523	well , their deliveries take for ever and the food is usually cold .	deliveries	food
2170	the staff is no nonsense .	staff
1012	chinese desserts are known for healthful benefits in addition to the sweetness .	
1626	wonderful at holiday time .	
1579	and really large portions .	portions
1567	the place is a lot of fun .	
3515	this is a great thai restaurant with a very friendly staff .	staff
1698	have eaten at ginger house several times , and it 's always good .	
1873	i ordered the smoked salmon and roe appetizer and it was off flavor .	smoked salmon and roe appetizer
2592	we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .	lunch	food
3081	i recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .	garlic shrimp	lamb	okra ( bindi )
2806	as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .	
3142	to give you an idea of how good we thought it was , we ended up going to ping 's three weekends in a row ! ! !	
3575	as we were leaving , the couple standing by the door said to another waiter , we 're not in a hurry .	waiter
1884	the menu was impressive with selections ranging from a burger , to steak , to escargot .	menu	burger	steak	escargot
3381	in fact , two people could really share one plate .	plate
2507	the food is great and authentic .	food
745	this was a repeat visit and we 'll definitely be back again .	
3100	during happy hour !	
2802	good for casual dinner with jeans and sneakers .	casual dinner
1769	love yuka .	
201	anyway , the food is good , the price is right and they have a decent wine list .	food	price	wine list
1180	go , go , hurry , before everyone finds out about it .	
2335	prices are higher to dine in and their chicken tikka marsala is quite good .	prices	chicken tikka marsala
1593	i am bringing my whole family back next time .	
3631	this place has many different styles of pizza and they are all amazing .	styles of pizza
901	the photos of the restaurant in its web site are way better than the real look .	look
3049	the food was lousy - too sweet or too salty and the portions tiny .	food	portions
1242	but the coconut rice was good .	coconut rice
932	it took them 25 minutes to bring our appetizer .	appetizer
2769	a guaranteeed delight !	
1105	i have been coming to this neighborhood spot for years .	
2609	overall i would recommend it and go back again .	
776	the food was great .	food
272	pair you food with the excellent beers on tap or their well priced wine list .	food	beers on tap	wine list	priced
1152	if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .	music	bottle minimun
2894	all of my co - workers stated that the food was amazing and wondered why they had n't heard about this place .	food
2591	anyway , this is the last time i cross the williamsburg .	
833	metrazur has a beautiful spot overlooking the main terminal .	spot
461	friendly staff that actually lets you enjoy your meal and the company you 're with .	staff	meal
2830	when i 'm feeling stressed by the noise and congestion around my office , i head for cafe st . bart 's .	
1356	guess the 555soul ads did n't launch her big modeling career .	
539	the restaurant is rather small but we were lucky to get a table quickly .	table
836	besides , we were on vacation !	
2533	i love this cozy around the way rest .	
1435	quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .	quality of food	price	pork	fish	chicken	lamb	vegetables
3208	do n't leave without trying one night in tokyo .	
3126	save yourself the time and trouble and skip this one !	
1455	this is my favorite italian restaurant in all of new york city .	
2225	the place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .	seating	place
1056	the appetizing is excellent - just as good as zabars barney greengrass at a reasonable price ( if bought by the pound ) .	appetizing	price
3582	but , they were too big for the bun .	bun
2708	the food is fresh , delicious , and reasonably priced .	food	priced
275	raga stands out with an interesting fusion of french and indian cooking .	fusion of french and indian cooking
2105	a few tips : skip the turnip cake , roast pork buns and egg custards .	turnip cake	roast pork buns	egg custards
2152	the bagels are fabulous .	bagels
191	oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .	seating in the garden	seats
3319	although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	service	place	water
3681	the food was very good , a great deal , and the place its self was great .	food	place
2171	the food options rule .	food options
3462	a great choice at any cost and a great deal .	cost
1087	anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .	
1865	we ate here in march , 2006 and ordered the pre - theatre 3 - course dinner with wine flight .	pre - theatre 3 - course dinner	wine flight
1380	definately check it out ! ! !	
3421	probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .	lunch	dinner
1293	their calzones are horrific , bad , vomit - inducing , yuck .	calzones
3475	it takes forever to get a drink and they almost always forget to bring something ( although they dont forget to charge you for it .	drink
818	the place itself is beautiful the bar scene seems to be happening .	place	bar scene
2893	saturday , nov . 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us .	staff
3170	good spreads , great beverage selections and bagels really tasty .	spreads	beverage selections	bagels
2932	first , the waiter who served us neglected to fill us in on the specials , which i would have chosen had i known about them .	waiter	specials	served
2575	we will be back .	
451	also , top the meal with a delicious and perfect slice of tiramisu .	tiramisu	meal
3700	it seems like this is a place the locals like and the people working here liked it too .	
119	check out the secret back room .	secret back room
2817	it 's also attached to angel 's share , which is a cool , more romantic bar . . .	bar
2517	authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .	food	service
2883	stick to the gulab jamun .	gulab jamun
556	i am amazed by the poor reviews - i find this place to be standout italian in an area flooded with italian - great prices , great atmosphere , good service and a wonderful wine list .	prices	atmosphere	service	wine list
563	i was back - to - back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .	diner	wait staff	table
924	with the theater 2 blocks away we had a delicious meal in a beautiful room .	meal	room
3113	i was a little leary about mary 's at first - it 's small , crowded and you usually have to wait on line - but i 'm glad i finally tried it .	
2164	we were not dissappointed in the least bit by this little gem .	
3461	also very inexpensive .	
3041	we 've only eaten in the restaurant once , but we have ordered many times for dinner .	dinner
2459	i got enough reasons to keep coming back ! ! !	
1013	by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .	pig feet ginger simmered in black vinegar	desserts with frog jelly
193	the food is great and reasonably priced .	food	priced
1569	the characters really make for an enjoyable experience .	
2217	i would definitely recommend sea if you like thai cuisine !	thai cuisine
78	over the years the host , vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he 's even able to remember a consistent but not - so - frequent visitor .	crew	host
2280	the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .	round tables	taiwanese
3424	my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .	portion	french fries
3641	you cannot go wrong with this place .	
1707	it is the type of place to run into old friends and have a late , raucus dinner .	dinner
2766	the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .	food	dishes	specials	regular menu - fare
667	prices are in line .	prices
1600	the combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .	fresh tomato sauce	fresh mozz cheese	basil	dough	pizza	flour
134	the food is prepared quickly and efficiently .	food
3336	and for this i had to shell out a small fortune ?	
2421	for all of you new to indian food , try the paneer roll , it is a piece of heaven .	indian food	paneer roll
159	the food looked very appetizing and delicious since it came on a variety of fancy plates .	food	plates
1490	both the fresh mozzerella slices and the plain cheese slice are phenomenal .	fresh mozzerella slices	plain cheese slice
3546	i have tried literally every restaurant on curry row .	
1548	the food is terrible and overall , i would have to say avoid at all costs .	food
2107	i 've been to this monster sushi twice , the 46th st once , the 23rd st one a number of times .	
1709	unfortunately , the food was not something to get worked up about .	food
1550	it 's constantly open , catering to the pakistani cabbies lined up on crosby st . , so there 's more turnover with the food than you 'd expect ( i . e . , surprisingly fresh ) .	food
3305	i had filet mignon with garlic mash .	filet mignon with garlic mash
874	i went at 6 : 00 pm specifically for the pre - theater menu ( $19 . 95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .	pre - theater menu	roasted tomato soup with chevre	steak frites	creme brulee
3116	the waitstaff were attentive , polite and helpful - an impressive feat in such close quarters .	waitstaff
2707	go inside and you wo n't want to leave .	
2630	i loving bringing friends here - and i do so every chance i get .	
3353	- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .	bread	pizza	margarite pizza with cold prosciutto and baby arugula on top	salad	peter 's favourite pizza with prosciutto and baby arugula
2081	yes , the prices are high , but i felt it was worth it .	prices
533	the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .	bruschettas	paninis	tramezzinis
972	have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .	waiters	diners
3420	while this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn - outs .	chef	dishes	cuisine	indian
2329	the owner truly caters to all your needs .	owner
1827	he takes real pride in his food and his business .	food
692	every time in new york i make it a point to visit restaurant saul on smith street .	
217	my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .	
878	so if you want a nice , enjoyable meal at montparnasse , go early for the pre - theater prix - fixe .	meal	pre - theater prix - fixe
2891	over the years , it has always provided a pleasurable dining experience with quality food and wine .	food	wine	dining
2673	i would go back tho .	
2276	the photobook menu was a cute touch , certainly helped my group and i pick the fried chicken , pork chop , and noodle dishes that we all ordered .	menu	fried chicken	pork chop	noodle dishes
3199	too large for just two people but nothing was left .	
3414	i cannot imagine better indian food in all of the city .	indian food
209	great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .	privacy	corner booth table	place
3077	a pleasant surprise .	
1228	i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !	manager	open faced cheese sandwich
3297	if you do n't mind all that noise then go to the chart house .	
1759	we got most of it back at home with us .	
2966	get there before 7pm .	
2077	very good breads as well .	breads
3554	if this happens , just ask for real naan .	naan
410	we were fans of the half - price saturday night option until some inedible squid during a recent visit .	squid	half - price saturday night option
202	so , if yo really do n't care who is sittingnext to you , which is about 2 inches away , i would say try it .	
3492	pizza is terrific , as is homemade pasta .	pizza	homemade pasta
537	definitely a neighborhood favorite .	
2439	this is a wonderful place on all stand points especially value ofr money .	value ofr money
3562	my first encounter happened one friday evening with a friend .	
3280	example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz .	soup	mushrooms
2189	service is not exactly five star , but thats not really a big deal .	service
3573	there are other people waiting !	waiting
277	from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .	beginning appetizers	scallops	chocolate souffle with rasberry mint sorbet	taste
2460	ou must try this restaurant .	
952	we left , never to return .	
2811	consistently good japanese tapas .	japanese tapas
2024	no apologies during restaurant week .	
3020	my goodness , everything from the fish to the rice to the seaweed was absolutely amazing .	fish	rice	seaweed
3079	this place started off a little iffy , but is now one of my favorite indian restaurants in nyc ( and i 'm indian , so i should know ) .	
2716	they also do a great job for restaurant week .	
746	i went to this restaurant with a woman that i met recently .	
2912	the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .	dishes	lamb sausages	sardines with biscuits	large whole shrimp	pistachio ice cream
3566	this is where the aforementioned line was .	
1702	the food is reliable and the price is moderate .	food	price
199	aside from the bearded , courdoroy blazer professor type with the nyu student he 's sleeping with that week , you see a strange mix of hipsters , frat boys , will smith types who need to be told they are black , bitter cougars who cant understand why they arent married yet . . . .	
882	while the ambiance and atmosphere were great , the food and service could have been a lot better .	ambiance	atmosphere	food	service
2324	we always go there on the weekends and leave extremely full and satisfied .	
2524	i dont how this place is still running .	
628	the server was really cool and served us our food and drinks with a smile .	server	food	drinks	served
3563	we were in search of food and stumbled on this block of indian restaurants on east sixth street .	food
727	planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .	sushi	thai food
1925	very excited to hear that short - term chef jason narone has moved on , he truly was a low point of their sterling track record .	chef
2740	excellent experience .	
3422	well worth the trip , close to city hall and downtown subway stops .	
3144	i had to share my table with a loud group of kids and the service was rude an unattentive .	service	table
2202	what more could you want ?	
618	if you are the type of person who likes being scared and entertained , this is a great place to go and eat .	
1919	all in all , i do n't see how you can go wrong .	
1487	the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .	garlic	fresh tomatoes	sauce on the pizza
2120	we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .	outdoor seating
1868	my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .	mesclun	salmon	ice cream	courses
770	we were told that the wait was about twenty minutes and there would be no problem for our 8 : 00 pm curtain call .	wait
2205	the food is usually good but it certainly is n't a relaxing place to go .	food	place
948	i 'm told that it is open 24hrs which is good .	
1940	super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !	staff	bistro fare	chilaquiles	jazz brunch	live jazz
2451	the prices were fantastic .	prices
56	what a great place !	
1632	still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .	bill	measures of liquers
1961	the table service could have been a little more attentive but as someone who also works in the service industry , i understood they were busy .	table service	service
710	it 's not mind - blowing , but to me , thai food never is and never will be .	thai food
911	food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .	food	pork belly	fat
3607	although , one night we went it was super cheesy , and another night it was less cheesy .	
1955	even though it is a little loud , you do n't have to yell at each other to talk .	
2903	i 've been to sapphire twice and both times the food was fine , if not good .	food
1887	it is kinda nosiy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .	tables	dinner	place
3495	was surprisingly disappointed .	
1273	i love the fact that the pizza tastes so good and is so cheap .	pizza
590	nicky the nose at the bar is a treat .	bar
762	i went to ruby foo 's after work with a group of 6 .	
3374	i 'm amazed we have n't been kicked out of this place yet .	
179	service was prompt , friendly and great .	service
109	i have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgnin olive oil .	lamb chop	salads	lemon	extra virgnin olive oil
339	the sushi was awful !	sushi
489	katz 's has been a nyc original for over 100 years .	
2487	you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here .	meal	cost	dishes
499	the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .	pastrami sandwich	beer	pickles
2589	the plain pizza was soggy and the creative wild mushroom ( third generation - fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .	plain pizza	truffle oil	wild mushroom ( third generation - fornini ) pizza
3701	late nite omelletes are not good here , there is no variety !	omelletes
381	everything at sala thai is tasty and well - portioned .	
3050	after all that , they complained to me about the small tip .	tip
1185	it 's a great place to pick up a cheap lunch or dinner .	lunch	dinner
1555	behind this counter , two men are squeezed in .	counter
1112	great find ! ! !	
3368	if only they delivered , they 'd make a mint !	
1032	whenever you need a sushi fix , mizu will be there with quality fish and great service .	fish	service	sushi fix
1124	our waitress was sweet and accomodating , not overbearing .	waitress
1663	went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .	reservation sigh	table
1690	i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there .	food
788	the website and rating makes this place look wonderful but in reality it was very disappointing .	place
1780	despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .	menu	food art
742	the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .	outdoor atmosphere
1471	a large is $20 , and toppings are about $3 each .	toppings
1789	in any event , this is a place i 'll be sure to stop by again when i 'm in this part of town .	
2751	i definitely would n't go back .	
1189	it is not worth for that bucks .	
3352	brick oven gallery is my pick for best pizza restaurant anywhere .	pizza
3315	add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	service	food	price
3393	for many people , this may not seem like aunthentic thai food because most places in nyc arent quite authentic .	thai food
2157	growing up in ny , i have eaten my share of bagels .	bagels
3018	oh , do n't even let me start with how expensive the bills were !	bills
1401	a hearty two thumbs up !	
257	the scallion pancakes and fried dumplings were nothing out of the ordinary .	scallion pancakes	fried dumplings
813	all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !	appetizers	salads	steak	pasta
2862	besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $45 more than we should have been on our bill .	table	served	dishes	table	served	bill
3292	service is top notch .	service
3343	the food now is inconsistent .	food
3045	all pretty good .	
3135	you can also special order any kind of dumpling , etc .	dumpling
3391	you guys rock .	
3651	chance is a joke .	
2018	i was pretty much full after our fondue appetizer .	fondue appetizer
3551	be careful before you request extra spice .	spice
2355	the octopus eaters were floored by the octopus salad .	octopus salad
3178	we thought that this place is using too much of msg cooking in the foods .	foods	msg cooking
586	i was at rao 's last wed .	
2211	and the tom kha soup was pathetic .	tom kha soup
2317	i started out with a bombay beer which was big enough for two .	bombay beer
175	the decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .	decor	dining hall	semi - private boths
1609	service was quick .	service
2706	tends to turn people away .	
1860	we thought this a prelude to what the evening will be like .	
961	i was turned on to this restaurant by a fellow foodie friend of mine , and have been going back regularly ever since .	
1057	drawbacks : service is slow and they do n't toast !	service
3188	went there for an office lunch .	office lunch
65	i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !	
2735	everytime i decide to try another place on the ues , i get angry that i did n't just go to zucchero pomodori .	
2882	the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable .	sweet lassi	lamb chettinad	garlic naan	rasamalai
1948	we 've been following chef lyle 's food around new york for 15 years and while remaining classic , his innovations with bistro fare have made us return and return .	bistro fare	chef	food
2041	the best thing i tasted were the lambchops .	lambchops
1046	it 's delicious !	
1656	the spicy tuna and salmon are the best we 've ever had .	spicy tuna	salmon
3440	even though its good seafood , the prices are too high .	seafood	prices
870	in addition , the food is very good and the prices are reasonable .	food	prices
2986	upon entering , we were greeted by the owners , steven and frederick , who went out of their way to be more than gracious hosts .	owners	hosts
288	if you live outside the neighborhood , do n't bother !	
284	been going here since it opened have seen the quality value decrease considerably .	quality value
3418	meat dishes now adorn the selections , although there 's still a large number of vegetarian - friendly choices .	meat dishes	vegetarian - friendly choices
3358	i never had anything i did n't like here .	
83	reasonable prices .	prices
2940	they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration .	amuse bouche	dessert	tables	service
2141	try the crunchy tuna , it is to die for .	crunchy tuna
1854	it wo n't break the bank but i also wouldnt come back for the food .	food
396	all in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .	sushi
3471	i 've been to joya twice and i will never go again .	
3577	so rushing us out was absolutely unnecessary !	
2283	however it is the only taiwanese restaurant in town .	
614	it is a lot of fun with live entertainment and all kinds of disney type special effects .	live entertainment	special effects
3012	if you 're looking for perfect traditional sushi , go here - if you 're looking for interesting combinations , try sushi of gari 's ( east side ) .	sushi	sushi
2621	no refills on fountain drinks , though .	fountain drinks
605	wow over 100 beers to choose from .	beers
2017	be careful of portions - they 're huge .	portions
2974	the steak tartare is a great bet , they fix it for you at the table .	steak tartare
2456	my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal .	crab croquette apt
25	great for large groups and celebrations - our super happy waiter was the entertainment of the evening .	waiter
520	did i mention the wine ?	wine
3383	plus , on wednesday nights the house wine is unlimited !	house wine
2186	it is by far my favorite restaurant in brooklyn .	
3478	now it 's so crowded and loud you ca n't even talk to the person next to you .	
1283	love pizza 33 . .	
3411	even my indian friend could n't believe how good and tasty everything was .	
3221	i 'm from england , and haru 's was the best i had in nyc .	
1923	less = more in their case .	
756	ruby foo 's is a tourist trap .	
1194	i 've been here a couple of times and have not been impressed .	
3372	i 've been many time and have never been disappointed .	
123	ciao bella	
2522	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan .	bread
2386	the dim sum servings here are a bit larger than i 'm used to .	dim sum servings
3332	however , in the summer of 2003 , it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup .	management	door	glass front
717	we wo n't go to this place again for a good meal .	meal
680	it 's a much more grown up restaurant compared to the rest of the street .	
1345	barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed , however herb mix or other sauce would have done much to enhance .	barbecued codfish	seasoning	texture	spice rub	herb mix	sauce
3013	we were treated with attitude ever since the moment we stepped into the restaurant !	
1159	after dinner , take your date to the huge dance floor , probably one of the biggest you 'll see in ny .	dance floor	dinner
3547	taj mahal offeres gret value and great food .	value	food
792	has the chef and owner changed ? ? ?	chef	owner
2015	my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience .	dinner
92	i absolutely loved this place .	
548	i wish i lived there as i would eat at this place as often as possible !	
3692	but do n't ever order bacon late at nite ( either platter or in sandwiches , for that matter do n't from any take out place ) as it is from the morning frying turns out hard almost like bacos , hurt my molars .	bacon	platter	in sandwiches	frying	bacos
1209	outstanding bagels , but you get what you pay for .	bagels
443	pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !	pizza	crust	pizza	toppings	bread
400	if you 're in town , it 's worth searching for another place .	
1486	i have tried the various slice joints around the village but this is by far the best one .	
1377	i found it on a cold night , the perfect spot to warm up .	spot
1439	they even have a section in the menu called american chinese food !	menu	american chinese food
2741	service was warm and attentive , beef carpaachio was exellent ( huge portion ) and pasta was fresh and well - prepared .	service	beef carpaachio	pasta	portion
370	kalbi and nebbiolo do work together .	kalbi	nebbiolo
599	best italian food i ever had ( and being italian , that means alot ) .	italian food
803	i will recommend scopa to all of my friends for a place to go for wonderful italian food .	italian food
1750	located at the end of a magnificent block .	located
737	this restaurant is not worth the time , effort , or money to say the least .	
847	looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	meal	room	clubhouse
81	keep up the good work guys !	
2144	hurley 's is terrific !	
1007	they do n't walk around with the trays of dim sum .	trays of dim sum
3687	took my sister here before attending a show one evening .	
1161	great bar , most gorgeous bartenders you 've ever seen ( specifically the blond lady ) .	bar	bartenders
3123	we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .	dessert	waitress	bill
2301	really .	
3405	i really loved the different and inovated touch that 's the cheff gives to the food .	cheff	food
3576	our friends have not arrived yet .	
3702	they came out over cooked and the cheese was almost non existant .	cheese
1911	i had a terrific meal , and our server guided us toward a very nice wine in our price range , instead of allowing us to purchase a similarly priced wine that was n't as good .	meal	server	wine	wine	price range	priced
703	the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !	svc
619	my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .	
907	never once did i leave feeling unwelcome or impressed .	
1000	the food is good , especially their more basic dishes , and the drinks are delicious .	food	dishes	drinks
3241	but the main hit was the whole grilled fish .	whole grilled fish
1866	i had the tuna tartare with sake , mushroom ravioli with pinot noir , and the chocolate sampler with a dessert wine for $49 .	tuna tartare	sake	mushroom ravioli	pinot noir	chocolate sampler	dessert wine
2570	on a hot day it was fabulous to stop in and enjoy lunch .	lunch
280	the food is delicious and beautifully prepared along with the friendly and personable service .	food	service
1021	i usually go there later at night when i get off work so i do n't have to deal with crowds or lines .	lines	crowds
1729	pizza here is consistently good .	pizza
610	we had a great tiem watching the shows and characters and ar food was just what we were looking for .	shows	food	characters
3211	after 2 tries by the waiter to take it away ( we had n't even looked at it yet , we had full beers yet to drink ) , the manager approached and told us they needed the table for people with reservations .	waiter	beers	manager	reservations
2984	would n't recomend it for dinner !	dinner
1429	sauce was watery and the food did n't have much flavor .	sauce	food	flavor
1855	my husband and i enjoy sangria .	sangria
3409	but after last night , spice grill is the only place i 'm eating indian cuisine .	indian cuisine
579	we both opted for a pasta dish and they were served timely and fresh .	pasta dish	served
3670	first the wrong bread came out with the appetizer , then when i tried to order a second glass of wine for my main course . . .	bread	appetizer	glass of wine	main course
685	not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !	neighborhood	food
428	in an area sadly lacking in decent thai food , this is one of the best spots .	thai food
3378	tell them herky sent you and get a free confused look from the waiter .	waiter
779	make reservations but expect to be delayed 15 - 20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square .	hosting staff	reservations	reservation	seating
916	the food was average or above including some surprising tasty dishes .	food	dishes
2194	they do n't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai .	specials	ingredients	thai
1066	other apetizers and food	apetizers	food
127	the noodle and rices dishes taste great .	noodle and rices dishes
427	the food 's as good as ever .	food
2298	the crust is thin , the ingredients are fresh and the staff is friendly .	crust	staff	ingredients
269	your friends will thank you for introducing them to this gem !	
3169	also a little more expensive than your average bagel place .	bagel
3335	the food was undercooked - the sauce watery , and the vegetables raw .	food	vegetables	sauce
2356	and the fried clams had just enough kick to them to make 'em worth eating .	fried clams
1199	the sauces used are also not that exciting .	sauces
2444	the secret is the lunch menu which offers a complimentary appetizer with every entree ordered .	lunch menu	appetizer	entree
720	i absolutely love this place ! ! !	
340	the rice was poor quality and was cooked so badly it was hard .	rice	quality	cooked
228	we had champagne and caviar and felt like princesses !	champagne	caviar
651	the shrimp scampi was excellent and the antipasti were plentiful .	shrimp scampi	antipasti
2664	i am surprised to say the least and find such practice not worth the effort .	
1930	when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .	dessert	waiter
2090	i got the $10 10 - piece dim sum combo , every bite of which was great .	dim sum combo
977	there are other vietnamese restaurants in the chinatown area and you can forget about those .	
2433	there is also very limited seating and there can be a substantial wait in getting food at peak times .	seating	food	wait
1949	if it 's just a quick martini at the bar ( which i recommend jeffery 's ) or a mind blowing roast chicken , go to village !	martini	bar	roast chicken
2757	no thanks ! ! !	
301	there was a long wait for a table outside , but it was a little too hot in the sun anyway so our insde table was very nice .	table	insde table	wait
336	i would definently recommend this restaurant .	
942	the prices are wonderfully low .	prices
2887	if you like spicy food get the chicken vindaloo .	chicken vindaloo	spicy food
80	i love this place !	
2398	i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials .	lunch specials
53	so much more than the usual bar food , go there to enjoy the menu while sampling one of their hand - crafted beers .	bar food	menu	hand - crafted beers
1475	a big disappointment , all around .	
1560	and its absolutely delicious .	
2025	no free drink .	drink
1760	i would say that all was fine and tasty but the heaviness on my stomach someting that i ca n't not mention or undermine .	
259	this is my first time writing a review for a restaurant because the food and service was excellent .	food	service
2829	definitely highly not recommended .	
1211	while they keep the capex to a minimum , they do put some cash into the bagels , because they among the best in the city .	capex	bagels
177	i had a huge group for my birthday and we were well taken care of .	
1312	the two star chefs left quite some time ago to open their own place .	chefs
1565	do n't waste money on decor .	decor
2959	they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for ?	back garden	outdoor seating
3339	go to any corned indian restaurant , and the little india strip along east 6 st rules supreme !	
1659	i have never before eaten 40 pieces of relatively good nigiri .	nigiri
839	given the incredible architecture surrounding it , this place has no character .	architecture	place
457	i 'd call it an 'italian dinner' .	dinner
1306	my first time here was with my gf for our 12 month anniversary .	
